"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"dependent.var7","Filles entre 7 mois et 2 ans","na","NA","NA",0.364372469635628,NA,0.309857404173602,0.418887535097653,"zonesante","cilundu"
"dependent.var8","Garcons entre 3 et 5 ans","na","NA","NA",0.78031212484994,NA,0.71879305405464,0.84183119564524,"zonesante","kasansa"
"dependent.var9","Garcons entre 3 et 5 ans","na","NA","NA",0.757085020242915,NA,0.679578497644752,0.834591542841078,"zonesante","cilundu"
"dependent.var10","Filles entre 3 et 5 ans","na","NA","NA",0.615846338535414,NA,0.561591290749095,0.670101386321733,"zonesante","kasansa"
"dependent.var11","Filles entre 3 et 5 ans","na","NA","NA",0.576923076923077,NA,0.508527213802134,0.64531894004402,"zonesante","cilundu"
"dependent.var12","Garcons entre 6 et 11 ans","na","NA","NA",0.920768307322929,NA,0.852421435275443,0.989115179370416,"zonesante","kasansa"
"dependent.var13","Garcons entre 6 et 11 ans","na","NA","NA",1.19433198380567,NA,1.09677829351719,1.29188567409415,"zonesante","cilundu"
"dependent.var14","Filles entre 6 et 11 ans","na","NA","NA",0.845138055222089,NA,0.774155550910339,0.916120559533839,"zonesante","kasansa"
"dependent.var15","Filles entre 6 et 11 ans","na","NA","NA",0.921052631578947,NA,0.830146310623228,1.01195895253467,"zonesante","cilundu"
"dependent.var16","Garcons entre 12 et 17 ans","na","NA","NA",0.765906362545018,NA,0.703913636785337,0.827899088304699,"zonesante","kasansa"
"dependent.var17","Garcons entre 12 et 17 ans","na","NA","NA",1.11538461538462,NA,1.01742118239362,1.21334804837561,"zonesante","cilundu"
"dependent.var18","Filles entre 12 et 17 ans","na","NA","NA",0.746698679471789,NA,0.681558090933689,0.811839268009888,"zonesante","kasansa"
"dependent.var19","Filles entre 12 et 17 ans","na","NA","NA",0.809716599190283,NA,0.729287516462788,0.890145681917779,"zonesante","cilundu"
"dependent.var20","Hommes entre 18 et 60 ans","na","NA","NA",1.39975990396158,NA,1.32553820482008,1.47398160310309,"zonesante","kasansa"
"dependent.var21","Hommes entre 18 et 60 ans","na","NA","NA",1.50202429149798,NA,1.39668446881698,1.60736411417897,"zonesante","cilundu"
"dependent.var22","Femmes entre 18 et 60 ans","na","NA","NA",1.47779111644658,NA,1.40907751341775,1.54650471947541,"zonesante","kasansa"
"dependent.var23","Femmes entre 18 et 60 ans","na","NA","NA",1.47773279352227,NA,1.38584844340283,1.5696171436417,"zonesante","cilundu"
"dependent.var24","Hommes de plus de 60 ans","na","NA","NA",0.189675870348139,NA,0.156378279624573,0.222973461071706,"zonesante","kasansa"
"dependent.var25","Hommes de plus de 60 ans","na","NA","NA",0.15587044534413,NA,0.121476188696756,0.190264701991503,"zonesante","cilundu"
"dependent.var26","Femmes de plus de 60 ans","na","NA","NA",0.212484993997599,NA,0.179407951413762,0.245562036581436,"zonesante","kasansa"
"dependent.var27","Femmes de plus de 60 ans","na","NA","NA",0.135627530364372,NA,0.105403733524508,0.165851327204237,"zonesante","cilundu"
"dependent.var28","count_nourissons","na","NA","NA",1.38295318127251,NA,1.28123063191467,1.48467573063035,"zonesante","kasansa"
"dependent.var29","count_nourissons","na","NA","NA",1.15212981744422,NA,1.02197783113079,1.28228180375765,"zonesante","cilundu"
"dependent.var30","Combien de personnes dans votre ménages souffrent d'un handicap qui les empeche de completer les taches de leur vie de tous les jours? ","na","NA","NA",0.197080291970803,NA,0.166706715738312,0.227453868203294,"zonesante","kasansa"
"dependent.var31","Combien de personnes dans votre ménages souffrent d'un handicap qui les empeche de completer les taches de leur vie de tous les jours? ","na","NA","NA",0.213389121338912,NA,0.171082596464159,0.255695646213665,"zonesante","cilundu"
"1100","Est ce que, pour ces personnes, leur capacité à accéder à leur abris est impactée? ",NA,"Non","NA",0.638349514563107,NA,0.605523212172381,0.671175816953832,"zonesante","kasansa"
"2100","Est ce que, pour ces personnes, leur capacité à accéder à leur abris est impactée? ",NA,"Ne sait pas","NA",0.185679611650485,NA,0.159113503445757,0.212245719855214,"zonesante","kasansa"
"310","Est ce que, pour ces personnes, leur capacité à accéder à leur abris est impactée? ",NA,"Oui","NA",0.175970873786408,NA,0.149954914158075,0.20198683341474,"zonesante","kasansa"
"1101","Est ce que, pour ces personnes, leur capacité à accéder à leur abris est impactée? ",NA,"Non","NA",0.712418300653595,NA,0.670964580769326,0.753872020537864,"zonesante","cilundu"
"2101","Est ce que, pour ces personnes, leur capacité à accéder à leur abris est impactée? ",NA,"Ne sait pas","NA",0.193899782135076,NA,0.15769228276162,0.230107281508533,"zonesante","cilundu"
"311","Est ce que, pour ces personnes, leur capacité à accéder à leur abris est impactée? ",NA,"Oui","NA",0.093681917211329,NA,0.0669959124249113,0.120367921997747,"zonesante","cilundu"
"dependent.var32","Si vous le permettez je vais à présent faire un tour de l'extérieur de la maison pour observer l'etat du toi, des murs et de la fondation et vous poser quelques questions de précision",NA,NA,"NA",NA,NA,NA,NA,"zonesante","kasansa"
"dependent.var33","Si vous le permettez je vais à présent faire un tour de l'extérieur de la maison pour observer l'etat du toi, des murs et de la fondation et vous poser quelques questions de précision",NA,NA,"NA",NA,NA,NA,NA,"zonesante","cilundu"
"1102","Etes vous d'accord? ",NA,"Non","NA",0.00600240096038415,NA,0.000753823669566438,0.0112509782512019,"zonesante","kasansa"
"2102","Etes vous d'accord? ",NA,"Oui","NA",0.993997599039616,NA,0.988749021748798,0.999246176330434,"zonesante","kasansa"
"dependent.var34","Etes vous d'accord? ",NA,"Oui","NA",1,NA,NA,NA,"zonesante","cilundu"
"1103","Observation: Ou loge/habite le ménage? ",NA,"Dans un centre Collectif (école, centre de santé, etc.)","NA",0.00241545893719807,NA,-0.000930110291025322,0.00576102816542146,"zonesante","kasansa"
"2103","Observation: Ou loge/habite le ménage? ",NA,"Colocataire (plusieurs ménages habitent sur une parcelle qu’ils louent à un tiers)                                                                              ","NA",0.0495169082125604,NA,0.034731126373207,0.0643026900519138,"zonesante","kasansa"
"312","Observation: Ou loge/habite le ménage? ",NA,"En famille d’accueil         ","NA",0.118357487922705,NA,0.0963414346531779,0.140373541192233,"zonesante","kasansa"
"410","Observation: Ou loge/habite le ménage? ",NA,"Locataire (le ménage habite seul sur une parcelle qu’il loue à un tiers)","NA",0.105072463768116,NA,0.0841730680216744,0.125971859514557,"zonesante","kasansa"
"510","Observation: Ou loge/habite le ménage? ",NA,"Parcelle propre/propriétaire","NA",0.713768115942029,NA,0.682962286052528,0.74457394583153,"zonesante","kasansa"
"610","Observation: Ou loge/habite le ménage? ",NA,"A la belle étoile                          ","NA",0.00241545893719807,NA,-0.000930110291025325,0.00576102816542146,"zonesante","kasansa"
"710","Observation: Ou loge/habite le ménage? ",NA,"Site spontané d’urgence                    ","NA",0.00845410628019324,NA,0.00221409179216631,0.0146941207682202,"zonesante","kasansa"
"1104","Observation: Ou loge/habite le ménage? ",NA,"Dans un centre Collectif (école, centre de santé, etc.)","NA",0.00202429149797571,NA,-0.00194324693226728,0.00599182992821869,"zonesante","cilundu"
"2104","Observation: Ou loge/habite le ménage? ",NA,"Colocataire (plusieurs ménages habitent sur une parcelle qu’ils louent à un tiers)                                                                              ","NA",0.0323886639676113,NA,0.0167618075392915,0.0480155203959312,"zonesante","cilundu"
"313","Observation: Ou loge/habite le ménage? ",NA,"En famille d’accueil         ","NA",0.0465587044534413,NA,0.0279604556193041,0.0651569532875785,"zonesante","cilundu"
"411","Observation: Ou loge/habite le ménage? ",NA,"Locataire (le ménage habite seul sur une parcelle qu’il loue à un tiers)","NA",0.0728744939271255,NA,0.0499298315362209,0.0958191563180301,"zonesante","cilundu"
"511","Observation: Ou loge/habite le ménage? ",NA,"Parcelle propre/propriétaire","NA",0.846153846153846,NA,0.814305079457544,0.878002612850148,"zonesante","cilundu"
"1105","OBSERVATION: Quel est l’environnement général de l’habitation ?",NA,"Environnement dangereux (proche d’une forte pente, d’une rivière, maisons très rapprochées) ","NA",0.566425120772947,NA,0.532649865110597,0.600200376435296,"zonesante","kasansa"
"2105","OBSERVATION: Quel est l’environnement général de l’habitation ?",NA,"Environnement non dangereux","NA",0.433574879227053,NA,0.399799623564704,0.467350134889403,"zonesante","kasansa"
"1106","OBSERVATION: Quel est l’environnement général de l’habitation ?",NA,"Environnement dangereux (proche d’une forte pente, d’une rivière, maisons très rapprochées) ","NA",0.273279352226721,NA,0.233941396157508,0.312617308295933,"zonesante","cilundu"
"2106","OBSERVATION: Quel est l’environnement général de l’habitation ?",NA,"Environnement non dangereux","NA",0.726720647773279,NA,0.687382691704067,0.766058603842492,"zonesante","cilundu"
"1107","OBSERVATION: Est ce que l’abris est visiblement endommagé /détruit?",NA,"Non","NA",0.0736714975845411,NA,0.0558670870811592,0.0914759080879229,"zonesante","kasansa"
"2107","OBSERVATION: Est ce que l’abris est visiblement endommagé /détruit?",NA,"Oui","NA",0.926328502415459,NA,0.908524091912077,0.944132912918841,"zonesante","kasansa"
"1108","OBSERVATION: Est ce que l’abris est visiblement endommagé /détruit?",NA,"Non","NA",0.382591093117409,NA,0.3396889977225,0.425493188512318,"zonesante","cilundu"
"2108","OBSERVATION: Est ce que l’abris est visiblement endommagé /détruit?",NA,"Oui","NA",0.617408906882591,NA,0.574506811487682,0.6603110022775,"zonesante","cilundu"
"1109","Quel est le niveau de degat ? ",NA,"Fortement détruit (pas de toiture, murs encore érigés mais lézardés – utilisé ou pas mais pose un fort risque pour les enfants)","NA",0.160365058670143,NA,0.134379393890984,0.186350723449303,"zonesante","kasansa"
"2109","Quel est le niveau de degat ? ",NA,"Partiellement détruit (manque de portes, fenêtres, manque de tuiles / tôles ou ferrailles  - toujours utilises mais peut poser un risque pour les enfants)","NA",0.817470664928292,NA,0.790115702002804,0.84482562785378,"zonesante","kasansa"
"314","Quel est le niveau de degat ? ",NA,"Totalement détruit (inutilisable, structures inexistantes)","NA",0.0221642764015645,NA,0.0117388594120741,0.0325896933910549,"zonesante","kasansa"
"1110","Quel est le niveau de degat ? ",NA,"Fortement détruit (pas de toiture, murs encore érigés mais lézardés – utilisé ou pas mais pose un fort risque pour les enfants)","NA",0.186885245901639,NA,0.143065008293925,0.230705483509353,"zonesante","cilundu"
"2110","Quel est le niveau de degat ? ",NA,"Partiellement détruit (manque de portes, fenêtres, manque de tuiles / tôles ou ferrailles  - toujours utilises mais peut poser un risque pour les enfants)","NA",0.770491803278688,NA,0.723220844500907,0.81776276205647,"zonesante","cilundu"
"315","Quel est le niveau de degat ? ",NA,"Totalement détruit (inutilisable, structures inexistantes)","NA",0.0426229508196721,NA,0.0199151768978739,0.0653307247414703,"zonesante","cilundu"
"1111","OBSERVATION: Quelle est la nature de la toiture de l'abri",NA,"Paille/Chaume","NA",0.859903381642512,NA,0.83624778039337,0.883558982891654,"zonesante","kasansa"
"2111","OBSERVATION: Quelle est la nature de la toiture de l'abri",NA,"Tôles/Tuile","NA",0.140096618357488,NA,0.116441017108346,0.16375221960663,"zonesante","kasansa"
"1112","OBSERVATION: Quelle est la nature de la toiture de l'abri",NA,"Bache","NA",0.00202429149797571,NA,-0.00194324693226726,0.00599182992821867,"zonesante","cilundu"
"2112","OBSERVATION: Quelle est la nature de la toiture de l'abri",NA,"Paille/Chaume","NA",0.799595141700405,NA,0.764259431248218,0.834930852152592,"zonesante","cilundu"
"316","OBSERVATION: Quelle est la nature de la toiture de l'abri",NA,"Tôles/Tuile","NA",0.198380566801619,NA,0.163179298347812,0.233581835255427,"zonesante","cilundu"
"1113","Observation ou Question: Est ce que le toit suinte ? ",NA,"Non","NA",0.0483091787439614,NA,0.0336955488601485,0.0629228086277742,"zonesante","kasansa"
"2113","Observation ou Question: Est ce que le toit suinte ? ",NA,"Oui","NA",0.951690821256039,NA,0.937077191372226,0.966304451139852,"zonesante","kasansa"
"1114","Observation ou Question: Est ce que le toit suinte ? ",NA,"Non","NA",0.0526315789473684,NA,0.0329206413515747,0.0723425165431621,"zonesante","cilundu"
"2114","Observation ou Question: Est ce que le toit suinte ? ",NA,"Oui","NA",0.947368421052632,NA,0.927657483456838,0.967079358648425,"zonesante","cilundu"
"1115","OBSERVATION: Est ce que le toit de l'habitation presente un risque d'affaisement",NA,"Non","NA",0.160628019323671,NA,0.13560249287682,0.185653545770523,"zonesante","kasansa"
"2115","OBSERVATION: Est ce que le toit de l'habitation presente un risque d'affaisement",NA,"Oui","NA",0.839371980676328,NA,0.814346454229477,0.86439750712318,"zonesante","kasansa"
"1116","OBSERVATION: Est ce que le toit de l'habitation presente un risque d'affaisement",NA,"Non","NA",0.449392712550607,NA,0.405483199416617,0.493302225684597,"zonesante","cilundu"
"2116","OBSERVATION: Est ce que le toit de l'habitation presente un risque d'affaisement",NA,"Oui","NA",0.550607287449393,NA,0.506697774315403,0.594516800583383,"zonesante","cilundu"
"1117","OBSERVATION: Quelle est la nature des murs de l'abri",NA,"Murs en briques adobe","NA",0.821256038647343,NA,0.795143426780934,0.847368650513752,"zonesante","kasansa"
"2117","OBSERVATION: Quelle est la nature des murs de l'abri",NA,"Murs en briques cuites/moellons","NA",0.00483091787439614,NA,0.000105299995396082,0.00955653575339619,"zonesante","kasansa"
"317","OBSERVATION: Quelle est la nature des murs de l'abri",NA,"Murs en paille/roseau","NA",0.0229468599033816,NA,0.0127417881948947,0.0331519316118685,"zonesante","kasansa"
"412","OBSERVATION: Quelle est la nature des murs de l'abri",NA,"Murs en sticks d’arbre/bambous","NA",0.150966183574879,NA,0.126565742975678,0.175366624174081,"zonesante","kasansa"
"1118","OBSERVATION: Quelle est la nature des murs de l'abri",NA,"Murs en briques adobe","NA",0.890688259109312,NA,0.863144646559389,0.918231871659234,"zonesante","cilundu"
"2118","OBSERVATION: Quelle est la nature des murs de l'abri",NA,"Murs en briques cuites/moellons","NA",0.0404858299595142,NA,0.0230877288220193,0.057883931097009,"zonesante","cilundu"
"318","OBSERVATION: Quelle est la nature des murs de l'abri",NA,"Murs en paille/roseau","NA",0.0101214574898785,NA,0.0012858357685388,0.0189570792112183,"zonesante","cilundu"
"413","OBSERVATION: Quelle est la nature des murs de l'abri",NA,"Murs en sticks d’arbre/bambous","NA",0.0587044534412955,NA,0.0379542118326573,0.0794546950499338,"zonesante","cilundu"
"1119","OBSERVATION: Quel est l'etat des murs de l'abri",NA,"Abîmés (fissure, trous) mais sans risque d’écroulement","NA",0.228260869565217,NA,0.199655581170383,0.256866157960052,"zonesante","kasansa"
"2119","OBSERVATION: Quel est l'etat des murs de l'abri",NA,"Abîmés (fissure, trous) avec risque d’écroulement","NA",0.692028985507246,NA,0.660565096551969,0.723492874462524,"zonesante","kasansa"
"319","OBSERVATION: Quel est l'etat des murs de l'abri",NA,"En bon état et sans risque d’écroulement","NA",0.0386473429951691,NA,0.0255103332375451,0.0517843527527931,"zonesante","kasansa"
"414","OBSERVATION: Quel est l'etat des murs de l'abri",NA,"En bon état mais avec risque d’écroulement","NA",0.0410628019323671,NA,0.0275385046308726,0.0545870992338617,"zonesante","kasansa"
"1120","OBSERVATION: Quel est l'etat des murs de l'abri",NA,"Abîmés (fissure, trous) mais sans risque d’écroulement","NA",0.202429149797571,NA,0.16696040713467,0.237897892460472,"zonesante","cilundu"
"2120","OBSERVATION: Quel est l'etat des murs de l'abri",NA,"Abîmés (fissure, trous) avec risque d’écroulement","NA",0.479757085020243,NA,0.435657102520258,0.523857067520228,"zonesante","cilundu"
"320","OBSERVATION: Quel est l'etat des murs de l'abri",NA,"En bon état et sans risque d’écroulement","NA",0.190283400809717,NA,0.155634329013096,0.224932472606337,"zonesante","cilundu"
"415","OBSERVATION: Quel est l'etat des murs de l'abri",NA,"En bon état mais avec risque d’écroulement","NA",0.12753036437247,NA,0.0980857010899341,0.156975027655005,"zonesante","cilundu"
"1121","OBSERVATION: Quel est l'etat des fondations de l'abris",NA,"Absence de fondation","NA",0.613526570048309,NA,0.580339275889557,0.646713864207061,"zonesante","kasansa"
"2121","OBSERVATION: Quel est l'etat des fondations de l'abris",NA,"Fondation avec risque d’écroulement","NA",0.335748792270531,NA,0.303562663671554,0.367934920869509,"zonesante","kasansa"
"321","OBSERVATION: Quel est l'etat des fondations de l'abris",NA,"Ne présentent pas de risque d’écroulement","NA",0.0507246376811594,NA,0.0357691383523174,0.0656801370100014,"zonesante","kasansa"
"1122","OBSERVATION: Quel est l'etat des fondations de l'abris",NA,"Absence de fondation","NA",0.751012145748988,NA,0.712840824477502,0.789183467020474,"zonesante","cilundu"
"2122","OBSERVATION: Quel est l'etat des fondations de l'abris",NA,"Fondation avec risque d’écroulement","NA",0.165991902834008,NA,0.133148116612539,0.198835689055478,"zonesante","cilundu"
"322","OBSERVATION: Quel est l'etat des fondations de l'abris",NA,"Ne présentent pas de risque d’écroulement","NA",0.0829959514170041,NA,0.0586437228230693,0.107348180010939,"zonesante","cilundu"
"1123","L'habitation dispose-t-elle de portes et de fenêtres ?",NA,"Non","NA",0.838164251207729,NA,0.813062898054978,0.863265604360481,"zonesante","kasansa"
"2123","L'habitation dispose-t-elle de portes et de fenêtres ?",NA,"Oui","NA",0.161835748792271,NA,0.136734395639519,0.186937101945022,"zonesante","kasansa"
"1124","L'habitation dispose-t-elle de portes et de fenêtres ?",NA,"Non","NA",0.90080971659919,NA,0.874423584766788,0.927195848431592,"zonesante","cilundu"
"2124","L'habitation dispose-t-elle de portes et de fenêtres ?",NA,"Oui","NA",0.0991902834008097,NA,0.072804151568408,0.125576415233211,"zonesante","cilundu"
"1125","L'habitation dispose-t-elle d’une latrine familiale (privée) ?",NA,"Non","NA",0.68719806763285,NA,0.655599236740312,0.718796898525389,"zonesante","kasansa"
"2125","L'habitation dispose-t-elle d’une latrine familiale (privée) ?",NA,"Oui","NA",0.31280193236715,NA,0.281203101474611,0.344400763259688,"zonesante","kasansa"
"1126","L'habitation dispose-t-elle d’une latrine familiale (privée) ?",NA,"Non","NA",0.8582995951417,NA,0.827515270468246,0.889083919815154,"zonesante","cilundu"
"2126","L'habitation dispose-t-elle d’une latrine familiale (privée) ?",NA,"Oui","NA",0.1417004048583,NA,0.110916080184846,0.172484729531753,"zonesante","cilundu"
"dependent.var35","Mesurer la longueur de l'abris (en centimètres)","na","NA","NA",390.263157894737,NA,364.524918813431,416.001396976043,"zonesante","kasansa"
"dependent.var36","Mesurer la longueur de l'abris (en centimètres)","na","NA","NA",427.323943661972,NA,384.729454483123,469.91843284082,"zonesante","cilundu"
"dependent.var37","Mesurer la largeur de l'abris (en centimètres)","na","NA","NA",431.789215686274,NA,423.962504778107,439.615926594442,"zonesante","kasansa"
"dependent.var38","Mesurer la largeur de l'abris (en centimètres)","na","NA","NA",416.686192468619,NA,408.073619580905,425.298765356334,"zonesante","cilundu"
"1127","Dans votre ménage, les enfants de plus de 12 ans habitent-ils dans la même chambre que les parents ?",NA,"Non","NA",0.660628019323671,NA,0.628357063964636,0.692898974682707,"zonesante","kasansa"
"2127","Dans votre ménage, les enfants de plus de 12 ans habitent-ils dans la même chambre que les parents ?",NA,"Oui","NA",0.339371980676329,NA,0.307101025317293,0.371642936035364,"zonesante","kasansa"
"1128","Dans votre ménage, les enfants de plus de 12 ans habitent-ils dans la même chambre que les parents ?",NA,"Non","NA",0.775303643724696,NA,0.738460340632228,0.812146946817165,"zonesante","cilundu"
"2128","Dans votre ménage, les enfants de plus de 12 ans habitent-ils dans la même chambre que les parents ?",NA,"Oui","NA",0.224696356275304,NA,0.187853053182835,0.261539659367772,"zonesante","cilundu"
"1129","Dans votre ménage, les enfants de plus de 12 ans habitent-ils dans la même chambre ?",NA,"Non","NA",0.607442977190876,NA,0.574261893860336,0.640624060521416,"zonesante","kasansa"
"2129","Dans votre ménage, les enfants de plus de 12 ans habitent-ils dans la même chambre ?",NA,"Oui","NA",0.392557022809124,NA,0.359375939478583,0.425738106139664,"zonesante","kasansa"
"1130","Dans votre ménage, les enfants de plus de 12 ans habitent-ils dans la même chambre ?",NA,"Non","NA",0.538461538461538,NA,0.494456143398097,0.58246693352498,"zonesante","cilundu"
"2130","Dans votre ménage, les enfants de plus de 12 ans habitent-ils dans la même chambre ?",NA,"Oui","NA",0.461538461538462,NA,0.41753306647502,0.505543856601903,"zonesante","cilundu"
"1131","Dans la prochaine section, nous vous posons des questions en rapport avec le deplacement que vous avez pu vivre depuis 2017 et la manière don’t cela a pu influencer votre acces à l'abris. Répondez s'il vous plait pour l'ensemble (la majorité) du ménage et non juste pour vous memes",NA,"0","NA",0.978391356542617,NA,0.968511367034654,0.98827134605058,"zonesante","kasansa"
"2131","Dans la prochaine section, nous vous posons des questions en rapport avec le deplacement que vous avez pu vivre depuis 2017 et la manière don’t cela a pu influencer votre acces à l'abris. Répondez s'il vous plait pour l'ensemble (la majorité) du ménage et non juste pour vous memes",NA,"Probleme","NA",0.021608643457383,NA,0.0117286539494201,0.0314886329653458,"zonesante","kasansa"
"1132","Dans la prochaine section, nous vous posons des questions en rapport avec le deplacement que vous avez pu vivre depuis 2017 et la manière don’t cela a pu influencer votre acces à l'abris. Répondez s'il vous plait pour l'ensemble (la majorité) du ménage et non juste pour vous memes",NA,"0","NA",0.963562753036437,NA,0.947022680440894,0.980102825631981,"zonesante","cilundu"
"2132","Dans la prochaine section, nous vous posons des questions en rapport avec le deplacement que vous avez pu vivre depuis 2017 et la manière don’t cela a pu influencer votre acces à l'abris. Répondez s'il vous plait pour l'ensemble (la majorité) du ménage et non juste pour vous memes",NA,"Probleme","NA",0.0364372469635627,NA,0.0198971743680194,0.0529773195591061,"zonesante","cilundu"
"1133","Quel est votre statut actuel de déplacement ?",NA,"Jamais déplacés/Famille d'acceuil","NA",0.145743145743146,NA,0.11945358381126,0.172032707675032,"zonesante","kasansa"
"2133","Quel est votre statut actuel de déplacement ?",NA,"Jamais déplacés depuis 2017","NA",0.0548340548340548,NA,0.0378721642460033,0.0717959454221064,"zonesante","kasansa"
"323","Quel est votre statut actuel de déplacement ?",NA,"deplaces","NA",0.305916305916306,NA,0.271584055004937,0.340248556827675,"zonesante","kasansa"
"416","Quel est votre statut actuel de déplacement ?",NA,"Expulsés/Refoulés ","NA",0.00144300144300144,NA,-0.00138522941492067,0.00427123230092356,"zonesante","kasansa"
"512","Quel est votre statut actuel de déplacement ?",NA,"Rapatriés organisés","NA",0.00721500721500722,NA,0.000909195043462501,0.0135208193865519,"zonesante","kasansa"
"611","Quel est votre statut actuel de déplacement ?",NA,"Rapatriés spontanés","NA",0.00144300144300144,NA,-0.00138522941492068,0.00427123230092356,"zonesante","kasansa"
"711","Quel est votre statut actuel de déplacement ?",NA,"Retournés de plus d'un an","NA",0.461760461760462,NA,0.424616244213973,0.498904679306951,"zonesante","kasansa"
"810","Quel est votre statut actuel de déplacement ?",NA,"Retournés de plus de 6 mois mais moins d'un an","NA",0.0216450216450216,NA,0.0108027000285249,0.0324873432615184,"zonesante","kasansa"
"1134","Quel est votre statut actuel de déplacement ?",NA,"Jamais déplacés/Famille d'acceuil","NA",0.0617848970251716,NA,0.0391854808519267,0.0843843131984165,"zonesante","cilundu"
"2134","Quel est votre statut actuel de déplacement ?",NA,"Jamais déplacés depuis 2017","NA",0.0778032036613272,NA,0.0526603023336426,0.102946104989012,"zonesante","cilundu"
"324","Quel est votre statut actuel de déplacement ?",NA,"deplaces","NA",0.311212814645309,NA,0.267754176640152,0.354671452650466,"zonesante","cilundu"
"417","Quel est votre statut actuel de déplacement ?",NA,"Expulsés/Refoulés ","NA",0.0022883295194508,NA,-0.00219671392343261,0.00677337296233422,"zonesante","cilundu"
"513","Quel est votre statut actuel de déplacement ?",NA,"Rapatriés organisés","NA",0.0045766590389016,NA,-0.00175887218643754,0.0109121902642407,"zonesante","cilundu"
"612","Quel est votre statut actuel de déplacement ?",NA,"Rapatriés spontanés","NA",0.0045766590389016,NA,-0.00175887218643753,0.0109121902642407,"zonesante","cilundu"
"712","Quel est votre statut actuel de déplacement ?",NA,"Retournés de plus d'un an","NA",0.508009153318078,NA,0.461082549273173,0.554935757362983,"zonesante","cilundu"
"811","Quel est votre statut actuel de déplacement ?",NA,"Retournés de plus de 6 mois mais moins d'un an","NA",0.0297482837528604,NA,0.0138013197510693,0.0456952477546515,"zonesante","cilundu"
"1135","Combien de fois votre ménage a-t-il été déplacé au cours des derniers 18 mois ? ",NA,"Deux fois ","NA",0.204724409448819,NA,0.17331591624383,0.236132902653807,"zonesante","kasansa"
"2135","Combien de fois votre ménage a-t-il été déplacé au cours des derniers 18 mois ? ",NA,"Plus de deux fois ","NA",0.18740157480315,NA,0.157025750768475,0.217777398837824,"zonesante","kasansa"
"325","Combien de fois votre ménage a-t-il été déplacé au cours des derniers 18 mois ? ",NA,"Une seule fois","NA",0.607874015748031,NA,0.569870562381094,0.645877469114969,"zonesante","kasansa"
"1136","Combien de fois votre ménage a-t-il été déplacé au cours des derniers 18 mois ? ",NA,"Deux fois ","NA",0.119804400977995,NA,0.0882947210364408,0.151314080919549,"zonesante","cilundu"
